Group,Seniority,Position,Location,Salary_b2b,Salary_permanent,Obligatory_skills,Optional_skills 
Devops,Mid,Junior DevOps Engineer, Poznań,Undisclosed Salary,No permanent information,"[{'Jenkins': 'junior'}, {'Cloud': 'junior'}, {'Kubernetes': 'junior'}, {'Docker': 'junior'}, {'Bash': 'junior'}, {'Tomcat': 'junior'}, {'Linux': 'junior'}]",
Devops,Mid,Mid/Senior DevOps Engineer - Remote, Katowice,9 000 - 18 000 PLN,No permanent information,"[{'Kubernetes': 'advanced'}, {'Docker': 'advanced'}, {'Helm': 'advanced'}, {'Terraform': 'advanced'}, {'Ansible': 'advanced'}, {'AWS': 'advanced'}]",
Devops,Mid,Mid/Senior DevOps Engineer, Wrocław,15 000 - 21 500 PLN,12 000 - 17 700 PLN,"[{'ARM': 'regular'}, {'Azure DevOps': 'regular'}, {'Docker': 'regular'}, {'Kubernates/AKS': 'regular'}]",
Devops,Mid,Cloud DevOps Engineer, Warszawa,11 800 - 17 600 PLN,No permanent information,"[{'Linux': 'advanced'}, {'DevOps': 'regular'}, {'Cybersecurity': 'regular'}, {'Cloud': 'regular'}]","[{'MS Azure': 'nice to have'}, {'Terraform': 'nice to have'}, {'Ansible': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Google Cloud': 'nice to have'}, {'AWS': 'nice to have'}]"
Devops,Mid,Cloud DevOps Engineer, Wrocław,11 800 - 17 600 PLN,No permanent information,"[{'Linux': 'advanced'}, {'DevOps': 'regular'}, {'Cybersecurity': 'regular'}, {'Cloud': 'regular'}]","[{'MS Azure': 'nice to have'}, {'Terraform': 'nice to have'}, {'Ansible': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Google Cloud': 'nice to have'}, {'AWS': 'nice to have'}]"
Devops,Senior,Senior DevOps Engineer, Gliwice,14 000 - 22 000 PLN,No permanent information,"[{'DevOps': 'advanced'}, {'AWS': 'advanced'}, {'CI/CD': 'advanced'}, {'Kubernetes': 'advanced'}, {'Docker': 'advanced'}, {'Ansible': 'regular'}, {'Terraform': 'regular'}]",
Devops,Mid,DevOps - Boty, Katowice,Undisclosed Salary,No permanent information,[{'DevOps': 'regular'}],
Devops,Mid,DevOps Engineer, Kraków,11 000 - 22 000 PLN,9 200 - 18 400 PLN,"[{'Linux': 'regular'}, {'Amazon Web Services': 'regular'}, {'Docker': 'regular'}, {'Teamwork': 'regular'}, {'Contact with a client': 'regular'}, {'Scrum': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer, Warszawa,11 000 - 22 000 PLN,9 200 - 18 400 PLN,"[{'Linux': 'regular'}, {'Amazon Web Services': 'regular'}, {'Docker': 'regular'}, {'Teamwork': 'regular'}, {'Contact with a client': 'regular'}, {'Scrum': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer, Wrocław,11 000 - 22 000 PLN,9 200 - 18 400 PLN,"[{'Linux': 'regular'}, {'Amazon Web Services': 'regular'}, {'Docker': 'regular'}, {'Teamwork': 'regular'}, {'Contact with a client': 'regular'}, {'Scrum': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer, Gliwice,11 000 - 22 000 PLN,9 200 - 18 400 PLN,"[{'Linux': 'regular'}, {'Amazon Web Services': 'regular'}, {'Docker': 'regular'}, {'Teamwork': 'regular'}, {'Contact with a client': 'regular'}, {'Scrum': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer (GCP), Wrocław,16 000 - 20 000 PLN,No permanent information,"[{'Google Cloud Platform': 'regular'}, {'Python': 'regular'}]",
Devops,Mid,DevOps Engineer, Wrocław,12 000 - 18 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Wintel': 'regular'}, {'Python': 'regular'}, {'Google Cloud Platform': 'junior'}]",
Devops,Mid,Cloud Strategy & Advisory Consultant (all levels), Warszawa,Undisclosed Salary,No permanent information,"[{'Cloud': 'regular'}, {'Bachelor’s Degree': 'regular'}, {'Security': 'regular'}, {'DevOps': 'regular'}, {'English': 'regular'}]",[{'Certification': 'nice to have'}]
Devops,Mid,TNX Logistics DevOps Engineer, Kraków,Undisclosed Salary,No permanent information,[{'DevOps': 'advanced'}],
Devops,Senior,Senior AWS Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'AWS': 'advanced'}, {'Python': 'advanced'}, {'Linux': 'regular'}]","[{'Java': 'nice to have'}, {'Apache Kafka': 'nice to have'}]"
Devops,Mid,DevOps Engineer (AWS), Wrocław,12 000 - 18 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Unix': 'regular'}, {'Python': 'regular'}]",
Devops,Senior,Devops Engineer, Warszawa,21 800 - 33 600 PLN,No permanent information,"[{'DevOps': 'advanced'}, {'Docker': 'advanced'}, {'AWS': 'advanced'}, {'Java': 'advanced'}, {'TDD': 'advanced'}]",
Devops,Mid,DevOps Engineer, Wrocław,12 000 - 14 000 PLN,No permanent information,"[{'Linux': 'advanced'}, {'GCP': 'regular'}, {'Azure': 'regular'}, {'AW': 'regular'}]",
Devops,Junior,DevOps Junior, Poznań,Undisclosed Salary,No permanent information,[{'Linux': 'junior'}],"[{'AWS': 'nice to have'}, {'VMware': 'nice to have'}, {'CI/CD': 'nice to have'}, {'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}]"
Devops,Mid,IT Consultant, Lublana,Undisclosed Salary,No permanent information,"[{'Azure DevOps': 'regular'}, {'Agile': 'regular'}, {'English': 'regular'}]",
Devops,Mid,IT Consultant, Gmina Nordborg,Undisclosed Salary,No permanent information,"[{'Azure DevOps': 'regular'}, {'Agile': 'regular'}, {'English': 'regular'}]",
Devops,Senior,Senior DevOps Engineer, Warszawa,18 500 - 25 200 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Linux': 'advanced'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}]",
Devops,Mid,Full Stack Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'ECMAScript 6 / TypeScript': 'regular'}, {'React 16.x.x': 'regular'}, {'Redux': 'regular'}, {""React Hook's"": 'regular'}, {'Webpack': 'regular'}, {'Eslint / Tslint': 'regular'}, {'Karma': 'regular'}, {'Java': 'regular'}, {'Spring / Spring Boot': 'regular'}, {'Hibernate': 'regular'}]",
Devops,Mid,DevOps Engineer, Poznań,10 920 - 14 280 PLN,8 200 - 10 800 PLN,"[{'Linux': 'regular'}, {'Jenkins': 'regular'}, {'Groovy': 'junior'}, {'Docker': 'junior'}, {'Prometheus': 'junior'}, {'Grafana': 'junior'}, {'Kubernetes': 'junior'}]",[{'Google Cloud Platform': 'nice to have'}]
Devops,Senior,Senior DevOps Engineer, Katowice,18 500 - 25 200 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Linux': 'advanced'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}]",
Devops,Senior,Remote DevOps Engineer (Azure), Gdańsk,12 500 - 16 800 PLN,No permanent information,"[{'Microsoft Azure Cloud': 'advanced'}, {'English': 'advanced'}, {'Git': 'regular'}, {'AKS': 'regular'}, {'Azure DevOps': 'regular'}, {'Terraform': 'regular'}]",
Devops,Senior,Remote DevOps Engineer (Azure), Katowice,12 500 - 16 800 PLN,No permanent information,"[{'Microsoft Azure Cloud': 'advanced'}, {'English': 'advanced'}, {'Azure DevOps': 'advanced'}, {'Git': 'regular'}, {'AKS': 'regular'}, {'Terraform': 'regular'}]",
Devops,Senior,Senior Devops Engineer, Warszawa,21 000 - 26 000 PLN,No permanent information,"[{'DevOps': 'advanced'}, {'Linux': 'advanced'}, {'Docker': 'advanced'}, {'Ansible': 'regular'}, {'Terraform': 'regular'}, {'Kubernetes': 'regular'}]",
Devops,Junior,DevOps Engineer, Warszawa,18 000 - 22 500 PLN,No permanent information,"[{'DevOps': 'junior'}, {'Azure': 'junior'}, {'CI/CD': 'junior'}]",
Devops,Mid,Cloud Engineer, Wrocław,15 000 - 21 000 PLN,No permanent information,"[{'Linux': 'advanced'}, {'Docker': 'advanced'}, {'Terraform/Terragrunt': 'regular'}]","[{'PostgreSQL': 'nice to have'}, {'CloudWatch': 'nice to have'}, {'CI/CD': 'nice to have'}, {'Sentry': 'nice to have'}, {'Python/Golang': 'nice to have'}, {'AWS': 'nice to have'}]"
Devops,Senior,Senior DevOps Engineer, Kraków,18 500 - 25 200 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Linux': 'advanced'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}]",
Devops,Mid,Devops/ Cloud Engineer, Wrocław,13 000 - 23 000 PLN,No permanent information,"[{'Python': 'regular'}, {'Ansible': 'regular'}, {'Cloud': 'regular'}, {'Azure': 'regular'}]","[{'Terraform': 'nice to have'}, {'Powershell': 'nice to have'}]"
Devops,Mid,Network Development Engineer, Wrocław,12 000 - 20 000 PLN,No permanent information,"[{'Microsoft Azure Cloud': 'advanced'}, {'Terraform': 'regular'}, {'Ansible': 'regular'}, {'Python': 'regular'}, {'Linux': 'regular'}]",
Devops,Mid,AWS DevOps Engineer, Wrocław,16 000 - 20 160 PLN,14 000 - 16 000 PLN,"[{'aws cloud': 'advanced'}, {'Docker': 'regular'}, {'Python': 'regular'}]",[{'AWS CDK': 'nice to have'}]
Devops,Junior,Junior DevOps Engineer, Kraków,8 000 - 12 000 PLN,7 000 - 10 000 PLN,"[{'AWS': 'junior'}, {'Kubernetes': 'junior'}, {'Docker': 'junior'}, {'Python': 'junior'}]",
Devops,Senior,DevOps/Network Engineer Cloud Deployment, Warszawa,16 000 - 20 000 PLN,No permanent information,"[{'AWS': 'advanced'}, {'GCP': 'advanced'}, {'Azure': 'advanced'}, {'Terraform': 'advanced'}, {'Kubernetes': 'advanced'}, {'Linux': 'advanced'}, {'Network Protocols': 'advanced'}, {'Firewall': 'advanced'}, {'Python': 'regular'}]",[{'OpenStack': 'nice to have'}]
Devops,Mid,Devops with AWS, Katowice,20 160 - 25 200 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Nexus / SonarQube': 'regular'}, {'English': 'regular'}, {'.NET Core': 'junior'}, {'C#': 'junior'}, {'Python': 'junior'}, {'JavaScript': 'junior'}]",
Devops,Mid,IT Consultant, Grodzisk Mazowiecki,Undisclosed Salary,No permanent information,"[{'Azure DevOps': 'regular'}, {'Agile': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer for modern monitoring, Warszawa,12 000 - 17 000 PLN,No permanent information,"[{'CI/CD processes': 'advanced'}, {'Kubernetes': 'regular'}, {'GCP': 'regular'}, {'Kafka': 'junior'}, {'Linux': 'junior'}]","[{'Weaveworks Cortex': 'nice to have'}, {'Apache Druid': 'nice to have'}, {'Computer networks': 'nice to have'}, {'SDN and NFV': 'nice to have'}]"
Devops,Senior,Kubernetes Engineer, Warszawa,18 000 - 26 000 PLN,No permanent information,"[{'Kubernetes': 'advanced'}, {'Docker': 'advanced'}, {'Gitlab/Github': 'advanced'}, {'Linux': 'advanced'}, {'Shell Scripting': 'regular'}, {'CI/CD': 'regular'}]","[{'Openshift/ArgoCD': 'nice to have'}, {'Golang': 'nice to have'}, {'oauth': 'nice to have'}, {'CNCF Certified Kubernetes Administrator (CKA)': 'nice to have'}]"
Devops,Mid,Security Engineer, Wrocław,Undisclosed Salary,No permanent information,"[{'Security': 'advanced'}, {'Python': 'regular'}, {'Git': 'regular'}, {'Linux': 'regular'}, {'Golang': 'regular'}, {'Puppet': 'junior'}, {'Network': 'junior'}, {'C': 'junior'}, {'Ansible': 'junior'}]",[{'Perl': 'nice to have'}]
Devops,Senior,DevOps Engineer, Wrocław,12 000 - 18 000 PLN,No permanent information,"[{'Azure': 'advanced'}, {'Azure DevOps': 'advanced'}, {'English': 'advanced'}, {'AWS': 'regular'}, {'Docker': 'regular'}, {'Kubernetes': 'regular'}]","[{'Google Cloud Platform': 'nice to have'}, {'Terraform': 'nice to have'}, {'Ansible': 'nice to have'}]"
Devops,Senior,Senior DevOps Engineer, Bydgoszcz,Undisclosed Salary,No permanent information,"[{'AWS': 'advanced'}, {'CI/CD Technologies': 'advanced'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}]",
Devops,Mid,Mid DevOps Engineer, Wrocław,14 000 - 17 000 PLN,No permanent information,"[{'Linux': 'regular'}, {'AWS': 'regular'}, {'CI': 'regular'}, {'Python': 'regular'}, {'Bash': 'regular'}, {'Docker': 'regular'}]",
Devops,Senior,Senior DevOps Engineer, Wrocław,16 000 - 20 000 PLN,No permanent information,"[{'Linux': 'advanced'}, {'AWS': 'advanced'}, {'CI': 'advanced'}, {'Python': 'advanced'}, {'Bash': 'advanced'}, {'Docker': 'advanced'}, {'Git': 'advanced'}]",[{'Kafka': 'nice to have'}]
Devops,Senior,Azure Senior/Lead DevOps/Cloud Architect, Wrocław,20 000 - 32 000 PLN,No permanent information,"[{'Microsoft Azure': 'advanced'}, {'Scripting': 'advanced'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'CI/CD': 'regular'}]",
Devops,Senior,Senior DevOps Engineer, Warszawa,13 120 - 25 200 PLN,12 000 - 22 000 PLN,"[{'Kubernetes': 'advanced'}, {'Cloud': 'advanced'}, {'Amazon AWS': 'advanced'}, {'Scripting': 'advanced'}]",
Devops,Mid,DevOps Engineer / SRE, Warszawa,18 000 - 24 000 PLN,No permanent information,"[{'Kubernetes': 'advanced'}, {'Docker': 'advanced'}, {'Terraform': 'advanced'}, {'CI/CD': 'advanced'}, {'Python': 'regular'}, {'AWS': 'regular'}, {'Ansible': 'junior'}]",
Devops,Senior,DevOps Engineer, prague,4 000 - 6 000 USD,No permanent information,"[{'GitHub Actions': 'master'}, {'Amazon Elastic Kubernetes Service (EKS)': 'advanced'}, {'Amazon DocumentDB, Relational Database': 'advanced'}, {'Amazon Elastic Container Registry': 'advanced'}, {'Key Management Service, Amazon Virtual Private Cloud (VPC, subnets)': 'advanced'}, {'Terragrunt, Terraform': 'advanced'}]",
Devops,Senior,DevOps Lead, Katowice,Undisclosed Salary,No permanent information,"[{'DevOps': 'advanced'}, {'CI/CD': 'advanced'}]",
Devops,Mid,DevOps Engineer, Katowice,Undisclosed Salary,No permanent information,"[{'DevOps': 'advanced'}, {'Continuous Integration/Delivery': 'regular'}, {'Jenkins': 'regular'}, {'Ansible': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'AWS': 'regular'}, {'Azure': 'regular'}]",
Devops,Mid,Operations Engineer (Mid/Senior-level), Warszawa,9 000 - 17 000 PLN,No permanent information,"[{'Active Directory': 'advanced'}, {'MS Exchange': 'advanced'}, {'MS Windows Server': 'advanced'}, {'English': 'advanced'}, {'SQL Server': 'regular'}]","[{'Microsoft Azure Cloud': 'nice to have'}, {'Azure DevOps': 'nice to have'}]"
Devops,Senior,Senior DevOps Consultant, Warszawa,21 000 - 26 000 PLN,No permanent information,"[{'Terraform': 'advanced'}, {'Java': 'advanced'}, {'Ansible': 'regular'}]",
Devops,Senior,Lead DevOps Engineer, Kraków,20 000 - 25 000 PLN,No permanent information,"[{'Windows Server': 'advanced'}, {'PostgreSQL': 'advanced'}, {'MsSQL': 'advanced'}, {'Azure DevOps': 'advanced'}, {'Windows Shell': 'advanced'}, {'Ansible': 'advanced'}, {'Git': 'advanced'}, {'Visual Code': 'advanced'}, {'KeePass': 'advanced'}, {'.Net': 'advanced'}]",
Devops,Mid,DevOps Engineer, Kraków,11 000 - 20 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Jenkins/TeamCity': 'regular'}, {'Git': 'regular'}, {'Microservices': 'regular'}]","[{'Serverless': 'nice to have'}, {'Java/PHP/Node.JS': 'nice to have'}, {'Azure/GCP': 'nice to have'}]"
Devops,Senior,Senior Software Manager - DevSecOps, Kraków,Undisclosed Salary,No permanent information,"[{'Team Leadership': 'advanced'}, {'DevOps': 'advanced'}, {'Software Development': 'advanced'}, {'Security': 'advanced'}, {'English': 'advanced'}]",
Devops,Senior,Senior Cloud Infrastructure Engineer, Kraków,Undisclosed Salary,No permanent information,"[{'Python': 'advanced'}, {'Public cloud providers': 'advanced'}]",
Devops,Mid,Cloud Native Microservices Engineer, Wrocław,11 140 - 19 285 PLN,No permanent information,"[{'Microservice': 'regular'}, {'Kubernetes and Docker': 'regular'}, {'NATS': 'regular'}, {'Kafka': 'regular'}, {'Envoy': 'regular'}]",
Devops,Mid,Cloud Native Microservices Engineer, Warszawa,11 140 - 19 285 PLN,No permanent information,"[{'Microservice': 'regular'}, {'Kubernetes and Docker': 'regular'}, {'NATS': 'regular'}, {'Kafka': 'regular'}, {'Envoy': 'regular'}]",
Devops,Mid,Cloud Native Microservices Engineer, Kraków,11 140 - 19 285 PLN,No permanent information,"[{'Microservice': 'regular'}, {'Kubernetes and Docker': 'regular'}, {'NATS': 'regular'}, {'Kafka': 'regular'}, {'Envoy': 'regular'}]",
Devops,Mid,Azure Devops, Wrocław,22 800 - 26 800 PLN,No permanent information,"[{'Azure': 'advanced'}, {'PaaS': 'advanced'}, {'SaaS': 'advanced'}, {'Powershell': 'regular'}]",
Devops,Senior,DevOps Engineer (zdalnie), Warszawa,19 200 - 23 200 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}, {'CI': 'advanced'}, {'Python': 'regular'}, {'Perl': 'regular'}, {'Bash': 'regular'}]",[{'Ansible': 'nice to have'}]
Devops,Senior,Senior Site Reliability Engineer, Warszawa,Undisclosed Salary,No permanent information,"[{'AWS': 'advanced'}, {'Kubernetes': 'advanced'}, {'Python': 'regular'}]",
Devops,Senior,Lead DevOps Engineer, Warszawa,Undisclosed Salary,No permanent information,"[{'AWS': 'advanced'}, {'Automation Tools': 'advanced'}, {'Python': 'regular'}]","[{'GCP': 'nice to have'}, {'Kubernetes': 'nice to have'}]"
Devops,Senior,Site Reliability Engineer, Oslo,20 000 - 30 000 PLN,No permanent information,"[{'IaaC': 'advanced'}, {'Prometheus': 'advanced'}, {'Docker': 'advanced'}, {'GitLab': 'advanced'}, {'Jenkins': 'advanced'}, {'AWS': 'advanced'}, {'Continuous Integration': 'advanced'}, {'Terraform': 'regular'}, {'CloudFormation': 'regular'}, {'MongoDB': 'regular'}]",
Devops,Mid,Reg DevOps Engineer (AWS), Warszawa,12 000 - 18 000 PLN,14 000 - 17 000 PLN,"[{'DevOps': 'advanced'}, {'Agile': 'regular'}, {'Java': 'regular'}, {'Python': 'regular'}, {'Docker/Kubernetes': 'regular'}, {'Jenkins': 'regular'}, {'Amazon AWS': 'regular'}]",
Devops,Senior,DevSecOps Engineer, Kraków,17 000 - 25 000 PLN,17 000 - 25 000 PLN,"[{'AWS': 'advanced'}, {'Linux': 'advanced'}, {'Terraform': 'regular'}, {'Kubernetes': 'regular'}, {'Python': 'regular'}]","[{'Go': 'nice to have'}, {'Security': 'nice to have'}]"
Devops,Senior,AWS Senior Devops Engineer, Łódź,16 000 - 24 000 PLN,No permanent information,"[{'Git': 'master'}, {'AWS': 'advanced'}, {'Ansible': 'advanced'}, {'Kubernetes': 'advanced'}, {'Terraform': 'advanced'}, {'CI/CD': 'advanced'}, {'Python': 'regular'}]",
Devops,Mid,DevOps Engineer, Łódź,9 000 - 11 000 PLN,No permanent information,"[{'DevOps': 'regular'}, {'Unix': 'regular'}, {'Linux': 'regular'}, {'Jenkins': 'regular'}, {'Git': 'regular'}, {'Docker': 'junior'}, {'SV': 'junior'}]",
Devops,Mid,DevOps Engineer, Wrocław,9 000 - 15 000 PLN,No permanent information,"[{'Kubernetes': 'advanced'}, {'Docker': 'advanced'}, {'Linux': 'advanced'}, {'Rancher': 'regular'}, {'Python': 'regular'}, {'Ansible': 'regular'}, {'Amazon AWS': 'regular'}, {'Azure': 'regular'}]",[{'Golang': 'nice to have'}]
Devops,Senior,Cloud Operation Leader (AWS), Katowice,12 000 - 16 000 PLN,12 000 - 16 000 PLN,"[{'AWS': 'advanced'}, {'English': 'advanced'}, {'Leadership': 'advanced'}, {'Analityczne Myślenie': 'regular'}, {'DataCenter': 'regular'}]",
Devops,Mid,"Operations Engineer (CLOUD, AZURE)", Warszawa,9 000 - 17 000 PLN,No permanent information,"[{'Azure': 'regular'}, {'Microsoft Azure Cloud': 'regular'}, {'Microsoft-based environments': 'regular'}, {'Microsoft infrastructure and servers': 'regular'}, {'Powershell': 'junior'}]",
Devops,Mid,DevOps Engineer, Warszawa,13 000 - 18 000 PLN,10 800 - 14 900 PLN,"[{'Git': 'advanced'}, {'Apache': 'advanced'}, {'English': 'regular'}, {'Team Player': 'regular'}, {'Shell': 'regular'}, {'Linux': 'regular'}, {'NGINX': 'regular'}, {'Jenkins': 'regular'}, {'Ansible': 'junior'}, {'Docker': 'junior'}]",
Devops,Mid,DevOps Engineer (Remote), Poznań,15 000 - 18 000 PLN,No permanent information,"[{'Terraform': 'advanced'}, {'AWS': 'advanced'}]","[{'Kafka': 'nice to have'}, {'Golang': 'nice to have'}, {'Python': 'nice to have'}]"
Devops,Mid,Cloud Software Engineer, Warszawa,35 000 - 70 000 PLN,No permanent information,"[{'Go / Java': 'advanced'}, {'GCP': 'advanced'}, {'AWS': 'regular'}, {'Azure': 'regular'}, {'Kubernetes': 'junior'}]",
Devops,Mid,DevOps Engineer (Remote), Wrocław,15 000 - 18 000 PLN,No permanent information,"[{'Terraform': 'advanced'}, {'AWS': 'advanced'}]","[{'Kafka': 'nice to have'}, {'Golang': 'nice to have'}, {'Python': 'nice to have'}]"
Devops,Junior,DevOps Engineer Junior, Wrocław,7 000 - 9 000 PLN,No permanent information,"[{'AWS': 'junior'}, {'Scripting': 'junior'}, {'Linux': 'junior'}]",[{'CI/CD': 'nice to have'}]
Devops,Mid,DevOps Engineer (Remote), Warszawa,15 000 - 18 000 PLN,No permanent information,"[{'Terraform': 'advanced'}, {'AWS': 'advanced'}]","[{'Kafka': 'nice to have'}, {'Golang': 'nice to have'}, {'Python': 'nice to have'}]"
Devops,Mid,DevOps Engineer, Kraków,19 000 - 21 000 PLN,No permanent information,"[{'Cloud': 'regular'}, {'Kubernetes': 'regular'}, {'Java': 'regular'}, {'AWS': 'regular'}, {'Networking': 'regular'}]",
Devops,Junior,AWS Devops Engineer- Remote/Wroclaw, Wrocław,7 000 - 9 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Docker': 'junior'}]","[{'Terraform': 'nice to have'}, {'AWS CloudFormation': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Azure': 'nice to have'}]"
Devops,Mid,Devops Engineer, Poznań,17 000 - 23 000 PLN,15 000 - 20 000 PLN,"[{'Terraform': 'regular'}, {'Amazon AWS': 'regular'}, {'Google Cloud': 'regular'}, {'Kubernetes': 'regular'}, {'Docker': 'regular'}, {'Git': 'regular'}]","[{'cubejs': 'nice to have'}, {'Java': 'nice to have'}, {'Spring': 'nice to have'}]"
Devops,Mid,Devops Engineer, Warszawa,17 000 - 23 000 PLN,15 000 - 20 000 PLN,"[{'Terraform': 'regular'}, {'Amazon AWS': 'regular'}, {'Google Cloud': 'regular'}, {'Kubernetes': 'regular'}, {'Docker': 'regular'}, {'Git': 'regular'}]","[{'cubejs': 'nice to have'}, {'Java': 'nice to have'}, {'Spring': 'nice to have'}]"
Devops,Mid,Software Application Developer, Poznań,Undisclosed Salary,No permanent information,"[{'Oracle': 'regular'}, {'SQL': 'regular'}, {'Agile': 'regular'}, {'DevOps tools': 'regular'}]",
Devops,Mid,DevOps Engineer, Wrocław,16 500 - 19 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Azure DevOps': 'regular'}, {'Git': 'regular'}, {'CI/CD': 'regular'}, {'Ansible': 'regular'}, {'Gradle': 'regular'}, {'Azure': 'junior'}]",[{'Google Cloud': 'nice to have'}]
Devops,Mid,Inżynier DevOps (Azure), Warszawa,Undisclosed Salary,No permanent information,"[{'Azure': 'regular'}, {'M365': 'regular'}, {'Terraform': 'regular'}, {'Ansible': 'regular'}, {'Jenkins': 'regular'}, {'Atlassian': 'regular'}]",
Devops,Mid,DevOps Engineer (mid/senior), Kraków,20 000 - 25 000 PLN,16 000 - 22 000 PLN,"[{'Python': 'master'}, {'Linux': 'master'}, {'AWS': 'advanced'}, {'GCP': 'advanced'}, {'Azure': 'advanced'}, {'Kubernetes': 'advanced'}, {'Jenkins': 'advanced'}, {'English': 'advanced'}]",[{'Ubuntu': 'nice to have'}]
Devops,Mid,Middle DevOps Engineer, Wrocław,16 000 - 24 000 PLN,No permanent information,"[{'DevOps': 'regular'}, {'Continuous Integration': 'regular'}, {'Bash': 'regular'}, {'Python': 'regular'}, {'AWS': 'regular'}, {'Azure DevOps': 'regular'}, {'MySQL': 'regular'}]",
Devops,Mid,Cloud DevOps Engineer, Kraków,11 800 - 17 600 PLN,No permanent information,"[{'Linux': 'advanced'}, {'DevOps': 'regular'}, {'Cybersecurity': 'regular'}, {'Cloud': 'regular'}]","[{'MS Azure': 'nice to have'}, {'Terraform': 'nice to have'}, {'Ansible': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Google Cloud': 'nice to have'}, {'AWS': 'nice to have'}]"
Devops,Mid,DevOps Engineer, Kraków,Undisclosed Salary,No permanent information,"[{'Powershell': 'regular'}, {'Microsoft Azure Cloud': 'regular'}, {'Jenkins': 'regular'}]",
Devops,Mid,Cloud Engineer, Rotterdam,Undisclosed Salary,No permanent information,"[{'AWS': 'advanced'}, {'Google Cloud': 'advanced'}, {'Azure': 'advanced'}]",
Devops,Senior,DevSecOps Engineer, Wrocław,18 480 - 20 160 PLN,No permanent information,"[{'Azure': 'advanced'}, {'English': 'advanced'}]",[{'GitHub': 'nice to have'}]
Devops,Senior,DevOps Engineer, Warszawa,22 000 - 25 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'cloud technologies': 'regular'}, {'Terraform': 'regular'}, {'CloudFormation': 'regular'}, {'Docker': 'regular'}, {'Kubernetes': 'regular'}, {'Ansible': 'regular'}, {'Lambda': 'regular'}, {'Git': 'regular'}]",
Devops,Senior,Cloud Engineer, Wrocław,17 000 - 25 000 PLN,No permanent information,"[{'AWS/Azure/GCP': 'advanced'}, {'Powershell/Bash': 'advanced'}, {'Kubernetes': 'regular'}, {'Jenkins': 'regular'}, {'Terraform': 'regular'}, {'Puppet': 'regular'}, {'Python/Java/Scala/C++': 'junior'}]",
Devops,Senior,Senior or Lead DevSecOps Engr, Kraków,23 000 - 27 000 PLN,19 000 - 22 400 PLN,"[{'DevOps': 'advanced'}, {'DevOps tools': 'advanced'}, {'Containers': 'advanced'}, {'Jenkins': 'advanced'}, {'Bamboo': 'advanced'}, {'TeamCity': 'advanced'}, {'English': 'regular'}]",
Devops,Mid,DevOps/SysOps Specialist, Poznań,9 000 - 14 000 PLN,No permanent information,"[{'Linux': 'regular'}, {'IaC': 'regular'}, {'AWS': 'regular'}, {'Docker': 'regular'}, {'Terraform': 'junior'}]","[{'PostgreSQL': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Java': 'nice to have'}, {'PHP': 'nice to have'}, {'.Net': 'nice to have'}]"
Devops,Junior,Junior Developer (DevOps), Poznań,Undisclosed Salary,No permanent information,"[{'Java': 'junior'}, {'C#': 'junior'}, {'SQL': 'junior'}]",
Devops,Mid,Cloud Engineer, Warszawa,15 000 - 18 000 PLN,12 500 - 15 000 PLN,"[{'Linux': 'regular'}, {'AWS': 'regular'}, {'Jenkins / GitLab CI': 'regular'}, {'Docker': 'regular'}, {'Terraform': 'junior'}]",[{'Kubernetes': 'nice to have'}]
Devops,Mid,Site Reliability Engineer, Kraków,12 100 - 18 100 PLN,10 100 - 15 100 PLN,"[{'Linux': 'advanced'}, {'Sysadmin': 'advanced'}, {'Networks': 'regular'}, {'Monitoring systems': 'regular'}, {'Scripting language': 'regular'}]",
